year,category,name,rgn_id,area
2011,seaweed,Laver,1,1043
2011,seaweed,Sea mustard,1,476
2011,seaweed,Sea tangle,1,8
2011,seaweed,Sea lettuce,1,43
2011,seaweed,Seaweed fusiforme,1,NA
2011,seaweed,Gulf weed,1,NA
2011,seaweed,Other seaweeds,1,NA
2011,shellfish,Oysters,1,0
2011,shellfish,Broughton's ribbed ark,1,NA
2011,shellfish,Japanese littleneck,1,NA
2011,shellfish,Cockle,1,NA
2011,shellfish,Chinese cyclina,1,NA
2011,shellfish,Ark shell,1,NA
2011,shellfish,Venus clam,1,NA
2011,shellfish,Mussels,1,NA
2011,shellfish,Scallops,1,NA
2011,shellfish,Abalones nei,1,6
2011,shellfish,Sunray surf clam,1,NA
2011,shellfish,Surf clam,1,NA
2011,shellfish,Shellfish,1,NA
2011,fish,Fish,1,7
2011,crustacean,Shrimp,1,NA
2011,other fisheries animals,Korean common sea squint,1,NA
2011,other fisheries animals,Sea cucumber,1,NA
2011,other fisheries animals,Wart sea squint,1,NA
2011,other fisheries animals,others,1,NA
2011,fishery,Village fishery,1,1695
2011,fishery,Fixed shore net fishing,1,3
2012,seaweed,Laver,1,721
2012,seaweed,Sea mustard,1,436
2012,seaweed,Sea tangle,1,8
2012,seaweed,Sea lettuce,1,37
2012,seaweed,Seaweed fusiforme,1,0
2012,seaweed,Gulf weed,1,0
2012,seaweed,Other seaweeds,1,0
2012,shellfish,Oysters,1,0
2012,shellfish,Broughton's ribbed ark,1,0
2012,shellfish,Japanese littleneck,1,0
2012,shellfish,Cockle,1,0
2012,shellfish,Chinese cyclina,1,0
2012,shellfish,Ark shell,1,0
2012,shellfish,Venus clam,1,0
2012,shellfish,Mussels,1,0
2012,shellfish,Scallops,1,0
2012,shellfish,Abalones nei,1,6
2012,shellfish,Sunray surf clam,1,0
2012,shellfish,Surf clam,1,0
2012,shellfish,Shellfish,1,0
2012,fish,Fish,1,7
2012,crustacean,Shrimp,1,0
2012,other fisheries animals,Korean common sea squint,1,0
2012,other fisheries animals,Sea cucumber,1,0
2012,other fisheries animals,Wart sea squint,1,0
2012,other fisheries animals,others,1,0
2012,fishery,Village fishery,1,1693
2012,fishery,Fixed shore net fishing,1,3
2013,seaweed,Laver,1,516
2013,seaweed,Sea mustard,1,436
2013,seaweed,Sea tangle,1,8
2013,seaweed,Sea lettuce,1,27
2013,seaweed,Seaweed fusiforme,1,0
2013,seaweed,Gulf weed,1,0
2013,seaweed,Other seaweeds,1,0
2013,shellfish,Oysters,1,0
2013,shellfish,Broughton's ribbed ark,1,0
2013,shellfish,Japanese littleneck,1,0
2013,shellfish,Cockle,1,0
2013,shellfish,Chinese cyclina,1,0
2013,shellfish,Ark shell,1,0
2013,shellfish,Venus clam,1,0
2013,shellfish,Mussels,1,0
2013,shellfish,Scallops,1,0
2013,shellfish,Abalones nei,1,6
2013,shellfish,Sunray surf clam,1,215
2013,shellfish,Surf clam,1,0
2013,shellfish,Shellfish,1,0
2013,fish,Fish,1,7
2013,crustacean,Shrimp,1,0
2013,other fisheries animals,Korean common sea squint,1,0
2013,other fisheries animals,Sea cucumber,1,0
2013,other fisheries animals,Wart sea squint,1,0
2013,other fisheries animals,others,1,0
2013,fishery,Village fishery,1,1692
2013,fishery,Fixed shore net fishing,1,3
2014,seaweed,Laver,1,516
2014,seaweed,Sea mustard,1,436
2014,seaweed,Sea tangle,1,8
2014,seaweed,Sea lettuce,1,27
2014,seaweed,Seaweed fusiforme,1,0
2014,seaweed,Gulf weed,1,0
2014,seaweed,Other seaweeds,1,0
2014,shellfish,Oysters,1,0
2014,shellfish,Broughton's ribbed ark,1,0
2014,shellfish,Japanese littleneck,1,0
2014,shellfish,Cockle,1,0
2014,shellfish,Chinese cyclina,1,0
2014,shellfish,Ark shell,1,0
2014,shellfish,Venus clam,1,0
2014,shellfish,Mussels,1,0
2014,shellfish,Scallops,1,0
2014,shellfish,Abalones nei,1,6
2014,shellfish,Sunray surf clam,1,215
2014,shellfish,Surf clam,1,0
2014,shellfish,Shellfish,1,11
2014,fish,Fish,1,7
2014,crustacean,Shrimp,1,0
2014,other fisheries animals,Korean common sea squint,1,0
2014,other fisheries animals,Sea cucumber,1,0
2014,other fisheries animals,Wart sea squint,1,0
2014,other fisheries animals,others,1,0
2014,fishery,Village fishery,1,1692
2014,fishery,Fixed shore net fishing,1,3
2015,seaweed,Laver,1,512
2015,seaweed,Sea mustard,1,436
2015,seaweed,Sea tangle,1,8
2015,seaweed,Sea lettuce,1,14
2015,seaweed,Seaweed fusiforme,1,0
2015,seaweed,Gulf weed,1,0
2015,seaweed,Other seaweeds,1,0
2015,shellfish,Oysters,1,0
2015,shellfish,Broughton's ribbed ark,1,0
2015,shellfish,Japanese littleneck,1,0
2015,shellfish,Cockle,1,0
2015,shellfish,Chinese cyclina,1,0
2015,shellfish,Ark shell,1,0
2015,shellfish,Venus clam,1,0
2015,shellfish,Mussels,1,0
2015,shellfish,Scallops,1,0
2015,shellfish,Abalones nei,1,6
2015,shellfish,Sunray surf clam,1,233
2015,shellfish,Surf clam,1,0
2015,shellfish,Shellfish,1,0
2015,fish,Fish,1,7
2015,crustacean,Shrimp,1,0
2015,other fisheries animals,Korean common sea squint,1,0
2015,other fisheries animals,Sea cucumber,1,0
2015,other fisheries animals,Wart sea squint,1,0
2015,other fisheries animals,others,1,12
2015,fishery,Village fishery,1,1413
2015,fishery,Fixed shore net fishing,1,3
2016,seaweed,Laver,1,750
2016,seaweed,Sea mustard,1,436
2016,seaweed,Sea tangle,1,8
2016,seaweed,Sea lettuce,1,8
2016,seaweed,Seaweed fusiforme,1,0
2016,seaweed,Gulf weed,1,0
2016,seaweed,Other seaweeds,1,0
2016,shellfish,Oysters,1,0
2016,shellfish,Broughton's ribbed ark,1,0
2016,shellfish,Japanese littleneck,1,0
2016,shellfish,Cockle,1,0
2016,shellfish,Chinese cyclina,1,0
2016,shellfish,Ark shell,1,0
2016,shellfish,Venus clam,1,0
2016,shellfish,Mussels,1,0
2016,shellfish,Scallops,1,0
2016,shellfish,Abalones nei,1,6
2016,shellfish,Sunray surf clam,1,0
2016,shellfish,Surf clam,1,0
2016,shellfish,Shellfish,1,0
2016,fish,Fish,1,7
2016,crustacean,Shrimp,1,0
2016,other fisheries animals,Korean common sea squint,1,0
2016,other fisheries animals,Sea cucumber,1,0
2016,other fisheries animals,Wart sea squint,1,0
2016,other fisheries animals,others,1,0
2016,fishery,Village fishery,1,1414
2016,fishery,Fixed shore net fishing,1,3
2011,seaweed,Laver,2,472
2011,seaweed,Sea mustard,2,56
2011,seaweed,Sea tangle,2,271
2011,seaweed,Sea lettuce,2,NA
2011,seaweed,Seaweed fusiforme,2,NA
2011,seaweed,Gulf weed,2,NA
2011,seaweed,Other seaweeds,2,NA
2011,shellfish,Oysters,2,279
2011,shellfish,Broughton's ribbed ark,2,234
2011,shellfish,Japanese littleneck,2,440
2011,shellfish,Cockle,2,NA
2011,shellfish,Chinese cyclina,2,214
2011,shellfish,Ark shell,2,NA
2011,shellfish,Venus clam,2,133
2011,shellfish,Mussels,2,NA
2011,shellfish,Scallops,2,102
2011,shellfish,Abalones nei,2,152
2011,shellfish,Sunray surf clam,2,NA
2011,shellfish,Surf clam,2,NA
2011,shellfish,Shellfish,2,110
2011,fish,Fish,2,133
2011,crustacean,Shrimp,2,NA
2011,other fisheries animals,Korean common sea squint,2,NA
2011,other fisheries animals,Sea cucumber,2,127
2011,other fisheries animals,Wart sea squint,2,NA
2011,other fisheries animals,others,2,NA
2011,fishery,Village fishery,2,1767
2011,fishery,Fixed shore net fishing,2,0
2012,seaweed,Laver,2,138
2012,seaweed,Sea mustard,2,35
2012,seaweed,Sea tangle,2,166
2012,seaweed,Sea lettuce,2,0
2012,seaweed,Seaweed fusiforme,2,0
2012,seaweed,Gulf weed,2,0
2012,seaweed,Other seaweeds,2,0
2012,shellfish,Oysters,2,241
2012,shellfish,Broughton's ribbed ark,2,206
2012,shellfish,Japanese littleneck,2,146
2012,shellfish,Cockle,2,0
2012,shellfish,Chinese cyclina,2,144
2012,shellfish,Ark shell,2,0
2012,shellfish,Venus clam,2,53
2012,shellfish,Mussels,2,0
2012,shellfish,Scallops,2,30
2012,shellfish,Abalones nei,2,115
2012,shellfish,Sunray surf clam,2,0
2012,shellfish,Surf clam,2,0
2012,shellfish,Shellfish,2,90
2012,fish,Fish,2,110
2012,crustacean,Shrimp,2,0
2012,other fisheries animals,Korean common sea squint,2,0
2012,other fisheries animals,Sea cucumber,2,133
2012,other fisheries animals,Wart sea squint,2,0
2012,other fisheries animals,others,2,0
2012,fishery,Village fishery,2,1298
2012,fishery,Fixed shore net fishing,2,0
2013,seaweed,Laver,2,138
2013,seaweed,Sea mustard,2,33
2013,seaweed,Sea tangle,2,118
2013,seaweed,Sea lettuce,2,0
2013,seaweed,Seaweed fusiforme,2,0
2013,seaweed,Gulf weed,2,0
2013,seaweed,Other seaweeds,2,0
2013,shellfish,Oysters,2,259
2013,shellfish,Broughton's ribbed ark,2,206
2013,shellfish,Japanese littleneck,2,152
2013,shellfish,Cockle,2,0
2013,shellfish,Chinese cyclina,2,164
2013,shellfish,Ark shell,2,0
2013,shellfish,Venus clam,2,53
2013,shellfish,Mussels,2,0
2013,shellfish,Scallops,2,32
2013,shellfish,Abalones nei,2,115
2013,shellfish,Sunray surf clam,2,0
2013,shellfish,Surf clam,2,0
2013,shellfish,Shellfish,2,130
2013,fish,Fish,2,110
2013,crustacean,Shrimp,2,0
2013,other fisheries animals,Korean common sea squint,2,0
2013,other fisheries animals,Sea cucumber,2,129
2013,other fisheries animals,Wart sea squint,2,0
2013,other fisheries animals,others,2,0
2013,fishery,Village fishery,2,1384
2013,fishery,Fixed shore net fishing,2,0
2014,seaweed,Laver,2,138
2014,seaweed,Sea mustard,2,33
2014,seaweed,Sea tangle,2,118
2014,seaweed,Sea lettuce,2,0
2014,seaweed,Seaweed fusiforme,2,0
2014,seaweed,Gulf weed,2,0
2014,seaweed,Other seaweeds,2,0
2014,shellfish,Oysters,2,228
2014,shellfish,Broughton's ribbed ark,2,216
2014,shellfish,Japanese littleneck,2,196
2014,shellfish,Cockle,2,0
2014,shellfish,Chinese cyclina,2,174
2014,shellfish,Ark shell,2,0
2014,shellfish,Venus clam,2,53
2014,shellfish,Mussels,2,0
2014,shellfish,Scallops,2,32
2014,shellfish,Abalones nei,2,124
2014,shellfish,Sunray surf clam,2,0
2014,shellfish,Surf clam,2,0
2014,shellfish,Shellfish,2,145
2014,fish,Fish,2,7
2014,crustacean,Shrimp,2,103
2014,other fisheries animals,Korean common sea squint,2,0
2014,other fisheries animals,Sea cucumber,2,183
2014,other fisheries animals,Wart sea squint,2,0
2014,other fisheries animals,others,2,0
2014,fishery,Village fishery,2,1384
2014,fishery,Fixed shore net fishing,2,0
2015,seaweed,Laver,2,138
2015,seaweed,Sea mustard,2,33
2015,seaweed,Sea tangle,2,124
2015,seaweed,Sea lettuce,2,0
2015,seaweed,Seaweed fusiforme,2,0
2015,seaweed,Gulf weed,2,0
2015,seaweed,Other seaweeds,2,0
2015,shellfish,Oysters,2,228
2015,shellfish,Broughton's ribbed ark,2,204
2015,shellfish,Japanese littleneck,2,170
2015,shellfish,Cockle,2,0
2015,shellfish,Chinese cyclina,2,174
2015,shellfish,Ark shell,2,0
2015,shellfish,Venus clam,2,53
2015,shellfish,Mussels,2,0
2015,shellfish,Scallops,2,32
2015,shellfish,Abalones nei,2,234
2015,shellfish,Sunray surf clam,2,0
2015,shellfish,Surf clam,2,0
2015,shellfish,Shellfish,2,145
2015,fish,Fish,2,5
2015,crustacean,Shrimp,2,94
2015,other fisheries animals,Korean common sea squint,2,0
2015,other fisheries animals,Sea cucumber,2,188
2015,other fisheries animals,Wart sea squint,2,0
2015,other fisheries animals,others,2,0
2015,fishery,Village fishery,2,1595
2015,fishery,Fixed shore net fishing,2,0
2016,seaweed,Laver,2,138
2016,seaweed,Sea mustard,2,33
2016,seaweed,Sea tangle,2,98
2016,seaweed,Sea lettuce,2,0
2016,seaweed,Seaweed fusiforme,2,0
2016,seaweed,Gulf weed,2,0
2016,seaweed,Other seaweeds,2,0
2016,shellfish,Oysters,2,198
2016,shellfish,Broughton's ribbed ark,2,214
2016,shellfish,Japanese littleneck,2,205
2016,shellfish,Cockle,2,0
2016,shellfish,Chinese cyclina,2,134
2016,shellfish,Ark shell,2,0
2016,shellfish,Venus clam,2,83
2016,shellfish,Mussels,2,0
2016,shellfish,Scallops,2,32
2016,shellfish,Abalones nei,2,236
2016,shellfish,Sunray surf clam,2,0
2016,shellfish,Surf clam,2,0
2016,shellfish,Shellfish,2,145
2016,fish,Fish,2,5
2016,crustacean,Shrimp,2,94
2016,other fisheries animals,Korean common sea squint,2,0
2016,other fisheries animals,Sea cucumber,2,188
2016,other fisheries animals,Wart sea squint,2,0
2016,other fisheries animals,others,2,0
2016,fishery,Village fishery,2,1650
2016,fishery,Fixed shore net fishing,2,0
2011,seaweed,Laver,3,NA
2011,seaweed,Sea mustard,3,257
2011,seaweed,Sea tangle,3,13
2011,seaweed,Sea lettuce,3,NA
2011,seaweed,Seaweed fusiforme,3,NA
2011,seaweed,Gulf weed,3,NA
2011,seaweed,Other seaweeds,3,NA
2011,shellfish,Oysters,3,NA
2011,shellfish,Broughton's ribbed ark,3,12
2011,shellfish,Japanese littleneck,3,NA
2011,shellfish,Cockle,3,NA
2011,shellfish,Chinese cyclina,3,NA
2011,shellfish,Ark shell,3,NA
2011,shellfish,Venus clam,3,NA
2011,shellfish,Mussels,3,NA
2011,shellfish,Scallops,3,NA
2011,shellfish,Abalones nei,3,103
2011,shellfish,Sunray surf clam,3,NA
2011,shellfish,Surf clam,3,NA
2011,shellfish,Shellfish,3,NA
2011,fish,Fish,3,6.99
2011,crustacean,Shrimp,3,NA
2011,other fisheries animals,Korean common sea squint,3,8
2011,other fisheries animals,Sea cucumber,3,4
2011,other fisheries animals,Wart sea squint,3,NA
2011,other fisheries animals,others,3,NA
2011,fishery,Village fishery,3,896
2011,fishery,Fixed shore net fishing,3,61
2012,seaweed,Laver,3,0
2012,seaweed,Sea mustard,3,250
2012,seaweed,Sea tangle,3,13
2012,seaweed,Sea lettuce,3,0
2012,seaweed,Seaweed fusiforme,3,0
2012,seaweed,Gulf weed,3,0
2012,seaweed,Other seaweeds,3,0
2012,shellfish,Oysters,3,0
2012,shellfish,Broughton's ribbed ark,3,52
2012,shellfish,Japanese littleneck,3,0
2012,shellfish,Cockle,3,0
2012,shellfish,Chinese cyclina,3,0
2012,shellfish,Ark shell,3,0
2012,shellfish,Venus clam,3,0
2012,shellfish,Mussels,3,0
2012,shellfish,Scallops,3,0
2012,shellfish,Abalones nei,3,62
2012,shellfish,Sunray surf clam,3,0
2012,shellfish,Surf clam,3,0
2012,shellfish,Shellfish,3,0
2012,fish,Fish,3,7
2012,crustacean,Shrimp,3,0
2012,other fisheries animals,Korean common sea squint,3,8
2012,other fisheries animals,Sea cucumber,3,4
2012,other fisheries animals,Wart sea squint,3,0
2012,other fisheries animals,others,3,0
2012,fishery,Village fishery,3,885
2012,fishery,Fixed shore net fishing,3,61
2013,seaweed,Laver,3,0
2013,seaweed,Sea mustard,3,237
2013,seaweed,Sea tangle,3,13
2013,seaweed,Sea lettuce,3,0
2013,seaweed,Seaweed fusiforme,3,0
2013,seaweed,Gulf weed,3,0
2013,seaweed,Other seaweeds,3,0
2013,shellfish,Oysters,3,0
2013,shellfish,Broughton's ribbed ark,3,52
2013,shellfish,Japanese littleneck,3,0
2013,shellfish,Cockle,3,0
2013,shellfish,Chinese cyclina,3,0
2013,shellfish,Ark shell,3,0
2013,shellfish,Venus clam,3,0
2013,shellfish,Mussels,3,0
2013,shellfish,Scallops,3,0
2013,shellfish,Abalones nei,3,101
2013,shellfish,Sunray surf clam,3,0
2013,shellfish,Surf clam,3,0
2013,shellfish,Shellfish,3,0
2013,fish,Fish,3,7
2013,crustacean,Shrimp,3,0
2013,other fisheries animals,Korean common sea squint,3,8
2013,other fisheries animals,Sea cucumber,3,4
2013,other fisheries animals,Wart sea squint,3,0
2013,other fisheries animals,others,3,0
2013,fishery,Village fishery,3,832
2013,fishery,Fixed shore net fishing,3,61
2014,seaweed,Laver,3,0
2014,seaweed,Sea mustard,3,232
2014,seaweed,Sea tangle,3,13
2014,seaweed,Sea lettuce,3,0
2014,seaweed,Seaweed fusiforme,3,0
2014,seaweed,Gulf weed,3,0
2014,seaweed,Other seaweeds,3,0
2014,shellfish,Oysters,3,0
2014,shellfish,Broughton's ribbed ark,3,12
2014,shellfish,Japanese littleneck,3,0
2014,shellfish,Cockle,3,0
2014,shellfish,Chinese cyclina,3,0
2014,shellfish,Ark shell,3,0
2014,shellfish,Venus clam,3,0
2014,shellfish,Mussels,3,0
2014,shellfish,Scallops,3,0
2014,shellfish,Abalones nei,3,147
2014,shellfish,Sunray surf clam,3,0
2014,shellfish,Surf clam,3,0
2014,shellfish,Shellfish,3,0
2014,fish,Fish,3,7
2014,crustacean,Shrimp,3,0
2014,other fisheries animals,Korean common sea squint,3,8
2014,other fisheries animals,Sea cucumber,3,4
2014,other fisheries animals,Wart sea squint,3,0
2014,other fisheries animals,others,3,0
2014,fishery,Village fishery,3,832
2014,fishery,Fixed shore net fishing,3,61
2015,seaweed,Laver,3,0
2015,seaweed,Sea mustard,3,224
2015,seaweed,Sea tangle,3,13
2015,seaweed,Sea lettuce,3,0
2015,seaweed,Seaweed fusiforme,3,0
2015,seaweed,Gulf weed,3,0
2015,seaweed,Other seaweeds,3,0
2015,shellfish,Oysters,3,0
2015,shellfish,Broughton's ribbed ark,3,12
2015,shellfish,Japanese littleneck,3,0
2015,shellfish,Cockle,3,0
2015,shellfish,Chinese cyclina,3,0
2015,shellfish,Ark shell,3,0
2015,shellfish,Venus clam,3,0
2015,shellfish,Mussels,3,0
2015,shellfish,Scallops,3,0
2015,shellfish,Abalones nei,3,146
2015,shellfish,Sunray surf clam,3,0
2015,shellfish,Surf clam,3,0
2015,shellfish,Shellfish,3,0
2015,fish,Fish,3,7
2015,crustacean,Shrimp,3,0
2015,other fisheries animals,Korean common sea squint,3,8
2015,other fisheries animals,Sea cucumber,3,4
2015,other fisheries animals,Wart sea squint,3,0
2015,other fisheries animals,others,3,0
2015,fishery,Village fishery,3,535
2015,fishery,Fixed shore net fishing,3,50
2016,seaweed,Laver,3,0
2016,seaweed,Sea mustard,3,224
2016,seaweed,Sea tangle,3,8
2016,seaweed,Sea lettuce,3,0
2016,seaweed,Seaweed fusiforme,3,0
2016,seaweed,Gulf weed,3,0
2016,seaweed,Other seaweeds,3,0
2016,shellfish,Oysters,3,0
2016,shellfish,Broughton's ribbed ark,3,12
2016,shellfish,Japanese littleneck,3,0
2016,shellfish,Cockle,3,0
2016,shellfish,Chinese cyclina,3,0
2016,shellfish,Ark shell,3,0
2016,shellfish,Venus clam,3,0
2016,shellfish,Mussels,3,0
2016,shellfish,Scallops,3,0
2016,shellfish,Abalones nei,3,151
2016,shellfish,Sunray surf clam,3,0
2016,shellfish,Surf clam,3,0
2016,shellfish,Shellfish,3,0
2016,fish,Fish,3,7
2016,crustacean,Shrimp,3,0
2016,other fisheries animals,Korean common sea squint,3,8
2016,other fisheries animals,Sea cucumber,3,4
2016,other fisheries animals,Wart sea squint,3,0
2016,other fisheries animals,others,3,0
2016,fishery,Village fishery,3,831
2016,fishery,Fixed shore net fishing,3,61
2011,seaweed,Laver,4,NA
2011,seaweed,Sea mustard,4,NA
2011,seaweed,Sea tangle,4,NA
2011,seaweed,Sea lettuce,4,NA
2011,seaweed,Seaweed fusiforme,4,NA
2011,seaweed,Gulf weed,4,NA
2011,seaweed,Other seaweeds,4,NA
2011,shellfish,Oysters,4,0
2011,shellfish,Broughton's ribbed ark,4,NA
2011,shellfish,Japanese littleneck,4,20
2011,shellfish,Cockle,4,NA
2011,shellfish,Chinese cyclina,4,NA
2011,shellfish,Ark shell,4,NA
2011,shellfish,Venus clam,4,NA
2011,shellfish,Mussels,4,NA
2011,shellfish,Scallops,4,2
2011,shellfish,Abalones nei,4,3
2011,shellfish,Sunray surf clam,4,NA
2011,shellfish,Surf clam,4,NA
2011,shellfish,Shellfish,4,NA
2011,fish,Fish,4,2
2011,crustacean,Shrimp,4,27
2011,other fisheries animals,Korean common sea squint,4,NA
2011,other fisheries animals,Sea cucumber,4,NA
2011,other fisheries animals,Wart sea squint,4,NA
2011,other fisheries animals,others,4,NA
2011,fishery,Village fishery,4,180
2011,fishery,Fixed shore net fishing,4,0
2012,seaweed,Laver,4,0
2012,seaweed,Sea mustard,4,0
2012,seaweed,Sea tangle,4,0
2012,seaweed,Sea lettuce,4,0
2012,seaweed,Seaweed fusiforme,4,0
2012,seaweed,Gulf weed,4,0
2012,seaweed,Other seaweeds,4,0
2012,shellfish,Oysters,4,0
2012,shellfish,Broughton's ribbed ark,4,0
2012,shellfish,Japanese littleneck,4,20
2012,shellfish,Cockle,4,0
2012,shellfish,Chinese cyclina,4,0
2012,shellfish,Ark shell,4,0
2012,shellfish,Venus clam,4,0
2012,shellfish,Mussels,4,0
2012,shellfish,Scallops,4,2
2012,shellfish,Abalones nei,4,3
2012,shellfish,Sunray surf clam,4,0
2012,shellfish,Surf clam,4,0
2012,shellfish,Shellfish,4,0
2012,fish,Fish,4,2
2012,crustacean,Shrimp,4,27
2012,other fisheries animals,Korean common sea squint,4,0
2012,other fisheries animals,Sea cucumber,4,0
2012,other fisheries animals,Wart sea squint,4,0
2012,other fisheries animals,others,4,0
2012,fishery,Village fishery,4,180
2012,fishery,Fixed shore net fishing,4,0
2013,seaweed,Laver,4,0
2013,seaweed,Sea mustard,4,0
2013,seaweed,Sea tangle,4,0
2013,seaweed,Sea lettuce,4,0
2013,seaweed,Seaweed fusiforme,4,0
2013,seaweed,Gulf weed,4,0
2013,seaweed,Other seaweeds,4,0
2013,shellfish,Oysters,4,0
2013,shellfish,Broughton's ribbed ark,4,0
2013,shellfish,Japanese littleneck,4,20
2013,shellfish,Cockle,4,0
2013,shellfish,Chinese cyclina,4,0
2013,shellfish,Ark shell,4,0
2013,shellfish,Venus clam,4,0
2013,shellfish,Mussels,4,0
2013,shellfish,Scallops,4,2
2013,shellfish,Abalones nei,4,3
2013,shellfish,Sunray surf clam,4,0
2013,shellfish,Surf clam,4,0
2013,shellfish,Shellfish,4,0
2013,fish,Fish,4,2
2013,crustacean,Shrimp,4,27
2013,other fisheries animals,Korean common sea squint,4,0
2013,other fisheries animals,Sea cucumber,4,0
2013,other fisheries animals,Wart sea squint,4,0
2013,other fisheries animals,others,4,0
2013,fishery,Village fishery,4,180
2013,fishery,Fixed shore net fishing,4,0
2014,seaweed,Laver,4,0
2014,seaweed,Sea mustard,4,20
2014,seaweed,Sea tangle,4,0
2014,seaweed,Sea lettuce,4,0
2014,seaweed,Seaweed fusiforme,4,0
2014,seaweed,Gulf weed,4,0
2014,seaweed,Other seaweeds,4,0
2014,shellfish,Oysters,4,0
2014,shellfish,Broughton's ribbed ark,4,0
2014,shellfish,Japanese littleneck,4,20
2014,shellfish,Cockle,4,0
2014,shellfish,Chinese cyclina,4,0
2014,shellfish,Ark shell,4,0
2014,shellfish,Venus clam,4,0
2014,shellfish,Mussels,4,0
2014,shellfish,Scallops,4,2
2014,shellfish,Abalones nei,4,3
2014,shellfish,Sunray surf clam,4,0
2014,shellfish,Surf clam,4,0
2014,shellfish,Shellfish,4,30
2014,fish,Fish,4,2
2014,crustacean,Shrimp,4,27
2014,other fisheries animals,Korean common sea squint,4,0
2014,other fisheries animals,Sea cucumber,4,0
2014,other fisheries animals,Wart sea squint,4,0
2014,other fisheries animals,others,4,0
2014,fishery,Village fishery,4,180
2014,fishery,Fixed shore net fishing,4,0
2015,seaweed,Laver,4,0
2015,seaweed,Sea mustard,4,20
2015,seaweed,Sea tangle,4,0
2015,seaweed,Sea lettuce,4,0
2015,seaweed,Seaweed fusiforme,4,0
2015,seaweed,Gulf weed,4,0
2015,seaweed,Other seaweeds,4,0
2015,shellfish,Oysters,4,0
2015,shellfish,Broughton's ribbed ark,4,0
