rgn_id,category,name,year,tonnes
1,fish,Barred knifejaw,2009,5778
1,fish,Barred knifejaw,2010,5257
1,fish,Barred knifejaw,2011,5
1,fish,Barred knifejaw,2016,3
1,fish,Bastard halibut,2009,407
1,fish,Bastard halibut,2010,248
1,fish,Bastard halibut,2011,260
1,fish,Bastard halibut,2012,247
1,fish,Bastard halibut,2013,183
1,fish,Bastard halibut,2014,267
1,fish,Bastard halibut,2015,181
1,fish,Bastard halibut,2016,168
1,fish,Filefishes,2009,15
1,fish,Filefishes,2010,25
1,fish,Flounders,2009,15
1,fish,Flounders,2010,15
1,fish,Flounders,2011,68
1,fish,Flounders,2012,20
1,fish,Flounders,2013,11
1,fish,Flounders,2014,27
1,fish,Flounders,2015,44
1,fish,Flounders,2016,13
1,fish,Korean rockfish,2009,3
1,other fisheries animals,Korean common sea squint,2009,139
1,other fisheries animals,Korean common sea squint,2010,34
1,other fisheries animals,Korean common sea squint,2014,8
1,other fisheries animals,Korean common sea squint,2015,4
1,other fisheries animals,Korean common sea squint,2016,8
1,other fisheries animals,Other fisheries animals,2012,16
1,other fisheries animals,Wart sea squint,2011,376
1,other fisheries animals,Wart sea squint,2012,29
1,other fisheries animals,Wart sea squint,2013,457
1,other fisheries animals,Wart sea squint,2014,122
1,other fisheries animals,Wart sea squint,2015,292
1,other fisheries animals,Wart sea squint,2016,88
1,other fisheries animals,Wrinkled sea squirt,2009,28087
1,other fisheries animals,Wrinkled sea squirt,2010,51627
1,other fisheries animals,Wrinkled sea squirt,2011,173
1,other fisheries animals,Wrinkled sea squirt,2012,28
1,other fisheries animals,Wrinkled sea squirt,2013,131
1,other fisheries animals,Wrinkled sea squirt,2014,198
1,other fisheries animals,Wrinkled sea squirt,2015,88
1,other fisheries animals,Wrinkled sea squirt,2016,108
1,seaweed,Laver,2009,4352
1,seaweed,Laver,2010,7517
1,seaweed,Laver,2011,16276
1,seaweed,Laver,2012,11534
1,seaweed,Laver,2013,11797
1,seaweed,Laver,2014,16023
1,seaweed,Laver,2015,13791
1,seaweed,Laver,2016,13941
1,seaweed,Sea lettuce,2011,383
1,seaweed,Sea lettuce,2012,309
1,seaweed,Sea lettuce,2013,367
1,seaweed,Sea lettuce,2014,451
1,seaweed,Sea lettuce,2015,460
1,seaweed,Sea lettuce,2016,303
1,seaweed,Sea mustard,2009,11
1,seaweed,Sea mustard,2011,25454
1,seaweed,Sea mustard,2012,18093
1,seaweed,Sea mustard,2013,14745
1,seaweed,Sea mustard,2014,11951
1,seaweed,Sea mustard,2015,13903
1,seaweed,Sea mustard,2016,8757
1,seaweed,Sea staghorn,2009,599
1,seaweed,Sea staghorn,2010,375
1,other fisheries animals,Sea tangle,2009,11262
1,other fisheries animals,Sea tangle,2010,27992
1,other fisheries animals,Sea tangle,2011,13488
1,other fisheries animals,Sea tangle,2012,7130
1,other fisheries animals,Sea tangle,2013,9655
1,other fisheries animals,Sea tangle,2014,9806
1,other fisheries animals,Sea tangle,2015,8686
1,other fisheries animals,Sea tangle,2016,7720
1,shellfish,Abalones nei,2009,65
1,shellfish,Abalones nei,2012,1
1,shellfish,Abalones nei,2013,2
1,shellfish,Abalones nei,2014,2
1,shellfish,Abalones nei,2015,2
1,shellfish,Abalones nei,2016,3
1,shellfish,Ark shell,2016,30
1,shellfish,Broughton's ribbed ark,2009,737
1,shellfish,Broughton's ribbed ark,2010,2324
1,shellfish,Broughton's ribbed ark,2011,2045
1,shellfish,Broughton's ribbed ark,2012,1796
1,shellfish,Broughton's ribbed ark,2013,1961
1,shellfish,Broughton's ribbed ark,2014,2385
1,shellfish,Chinese cyclina,2009,28
1,shellfish,Chinese cyclina,2010,22
1,shellfish,Cockle,2009,1043
1,shellfish,Cockle,2010,780
1,shellfish,Cockle,2011,44
1,shellfish,Cockle,2012,29
1,shellfish,Japanese littleneck,2009,47
1,shellfish,Japanese littleneck,2011,934
1,shellfish,Japanese littleneck,2012,574
1,shellfish,Mussels,2011,1280
1,shellfish,Mussels,2012,926
1,shellfish,Mussels,2013,321
1,shellfish,Mussels,2014,373
1,shellfish,Mussels,2015,372
1,shellfish,Mussels,2016,594
1,shellfish,Oysters,2011,2553
1,shellfish,Oysters,2012,1818
1,shellfish,Oysters,2013,3369
1,shellfish,Oysters,2014,2788
1,shellfish,Oysters,2015,2430
1,shellfish,Oysters,2016,2287
1,shellfish,Shellfish,2009,270
1,shellfish,Shellfish,2010,36
1,shellfish,Venus clam,2009,1524
1,shellfish,Venus clam,2010,1414
1,shellfish,Venus clam,2011,5
2,crustacean,Fleshy prawn,2009,5
2,crustacean,Fleshy prawn,2012,7
2,crustacean,Fleshy prawn,2013,5
2,crustacean,Fleshy prawn,2015,1
2,crustacean,White leg shrimp,2009,45
2,crustacean,White leg shrimp,2010,166
2,crustacean,White leg shrimp,2011,114
2,crustacean,White leg shrimp,2012,90
2,crustacean,White leg shrimp,2013,113
2,crustacean,White leg shrimp,2014,173
2,crustacean,White leg shrimp,2015,153
2,crustacean,White leg shrimp,2016,186
2,fish,Dotted gizzard shad,2016,3
2,fish,Mullets,2010,83
2,fish,Mullets,2011,40
2,fish,Pufferfishes,2009,5
2,fish,Pufferfishes,2010,1
2,seaweed,Laver,2009,295
2,seaweed,Laver,2010,1260
2,seaweed,Laver,2011,338
2,seaweed,Laver,2012,333
2,seaweed,Laver,2013,2827
2,seaweed,Laver,2014,2417
2,seaweed,Laver,2015,3196
2,seaweed,Laver,2016,2740
2,seaweed,Sea mustard,2011,2
2,seaweed,Sea mustard,2016,15
2,other fisheries animals,Sea tangle,2009,4
2,other fisheries animals,Sea tangle,2010,102
2,other fisheries animals,Sea tangle,2011,5
2,other fisheries animals,Sea tangle,2012,2
2,other fisheries animals,Sea tangle,2013,2
2,other fisheries animals,Sea tangle,2015,5
2,other fisheries animals,Sea tangle,2016,10
2,shellfish,Abalones nei,2010,1
2,shellfish,Chinese cyclina,2011,8
2,shellfish,Japanese littleneck,2009,296
2,shellfish,Japanese littleneck,2010,581
2,shellfish,Japanese littleneck,2011,108
2,shellfish,Japanese littleneck,2013,80
2,shellfish,Japanese littleneck,2014,633
2,shellfish,Japanese littleneck,2015,722
2,shellfish,Japanese littleneck,2016,604
2,shellfish,Oysters,2009,667
2,shellfish,Oysters,2010,236
2,shellfish,Oysters,2011,160
2,shellfish,Oysters,2012,2
2,shellfish,Oysters,2013,288
2,shellfish,Venus clam,2009,1
2,shellfish,Venus clam,2013,21
2,shellfish,Venus clam,2014,1
2,shellfish,Venus clam,2015,1
3,fish,Bastard halibut,2009,672
3,fish,Bastard halibut,2010,672
3,fish,Bastard halibut,2011,464
3,fish,Bastard halibut,2012,266
3,fish,Bastard halibut,2013,485
3,fish,Bastard halibut,2014,150
3,fish,Bastard halibut,2015,272
3,fish,Bastard halibut,2016,236
3,fish,Flounders,2009,8
3,fish,Flounders,2010,8
3,fish,Flounders,2011,23
3,fish,Flounders,2012,32
3,fish,Flounders,2013,59
3,fish,Flounders,2014,67
3,fish,Flounders,2015,69
3,fish,Flounders,2016,52
3,fish,Korean rockfish,2009,54
3,fish,Korean rockfish,2010,54
3,fish,Korean rockfish,2011,31
3,other fisheries animals,Korean common sea squint,2012,15
3,other fisheries animals,Korean common sea squint,2013,20
3,seaweed,Sea mustard,2009,5877
3,seaweed,Sea mustard,2010,5877
3,seaweed,Sea mustard,2011,5804
3,seaweed,Sea mustard,2012,5630
3,seaweed,Sea mustard,2013,7092
3,seaweed,Sea mustard,2014,3697
3,seaweed,Sea mustard,2015,4720
3,seaweed,Sea mustard,2016,4621
3,other fisheries animals,Sea tangle,2009,416
3,other fisheries animals,Sea tangle,2010,416
3,other fisheries animals,Sea tangle,2011,222
3,other fisheries animals,Sea tangle,2012,132
3,other fisheries animals,Sea tangle,2013,650
3,other fisheries animals,Sea tangle,2014,595
3,other fisheries animals,Sea tangle,2015,1140
3,other fisheries animals,Sea tangle,2016,965
3,shellfish,Abalones nei,2013,32
3,shellfish,Abalones nei,2014,35
3,shellfish,Abalones nei,2015,38
3,shellfish,Abalones nei,2016,36
4,crustacean,White leg shrimp,2009,98
4,crustacean,White leg shrimp,2010,65
4,crustacean,White leg shrimp,2011,98
4,crustacean,White leg shrimp,2012,39
4,crustacean,White leg shrimp,2013,64
4,crustacean,White leg shrimp,2014,86
4,crustacean,White leg shrimp,2015,120
4,crustacean,White leg shrimp,2016,93
4,fish,Dotted gizzard shad,2011,13
4,fish,Dotted gizzard shad,2012,37
4,fish,Dotted gizzard shad,2013,32
4,fish,Dotted gizzard shad,2014,25
4,fish,Dotted gizzard shad,2015,54
4,fish,Dotted gizzard shad,2016,18
4,fish,Korean rockfish,2009,20
4,fish,Korean rockfish,2010,3
4,seaweed,Laver,2009,13203
4,seaweed,Laver,2010,12405
4,seaweed,Laver,2011,8069
4,seaweed,Laver,2012,7990
4,seaweed,Laver,2013,11660
4,seaweed,Laver,2014,12793
4,seaweed,Laver,2015,15670
4,seaweed,Laver,2016,13414
4,shellfish,Chinese cyclina,2014,19
4,shellfish,Japanese littleneck,2014,547
5,crustacean,White leg shrimp,2009,2
5,crustacean,White leg shrimp,2010,4
5,crustacean,White leg shrimp,2011,1
5,crustacean,White leg shrimp,2012,1
5,crustacean,White leg shrimp,2013,2
5,crustacean,White leg shrimp,2014,1
5,crustacean,White leg shrimp,2015,3
5,crustacean,White leg shrimp,2016,1
5,fish,Barred knifejaw,2012,3
5,fish,Bastard halibut,2009,166
5,fish,Bastard halibut,2010,147
5,fish,Bastard halibut,2011,153
5,fish,Bastard halibut,2012,119
5,fish,Bastard halibut,2013,95
5,fish,Bastard halibut,2014,107
5,fish,Bastard halibut,2015,119
5,fish,Bastard halibut,2016,126
5,fish,Chum salmon,2015,2
5,fish,Chum salmon,2016,100
5,fish,Flounders,2009,4
5,fish,Flounders,2010,6
5,fish,Flounders,2011,9
5,fish,Flounders,2012,14
5,fish,Flounders,2013,21
5,fish,Flounders,2014,21
5,fish,Flounders,2015,15
5,fish,Flounders,2016,2
5,fish,Greenlings,2013,7
5,fish,Korean rockfish,2013,2
5,fish,Rainbow trout,2016,4
5,other fisheries animals,Korean common sea squint,2009,341
5,other fisheries animals,Korean common sea squint,2010,1132
5,other fisheries animals,Korean common sea squint,2011,1833
5,other fisheries animals,Korean common sea squint,2012,2339
5,other fisheries animals,Korean common sea squint,2013,1112
5,other fisheries animals,Korean common sea squint,2014,1121
5,other fisheries animals,Korean common sea squint,2015,1626
5,other fisheries animals,Korean common sea squint,2016,3359
5,other fisheries animals,Sea cucumber,2016,1
5,seaweed,Sea mustard,2009,100
5,seaweed,Sea mustard,2010,124
5,seaweed,Sea mustard,2011,175
5,seaweed,Sea mustard,2012,122
5,seaweed,Sea mustard,2013,175
5,seaweed,Sea mustard,2014,148
5,seaweed,Sea mustard,2015,184
5,seaweed,Sea mustard,2016,169
5,other fisheries animals,Sea tangle,2009,3
5,other fisheries animals,Sea tangle,2010,3
5,other fisheries animals,Sea tangle,2012,10
5,other fisheries animals,Sea tangle,2013,2
5,other fisheries animals,Sea tangle,2014,3
5,other fisheries animals,Sea tangle,2015,1
5,other fisheries animals,Sea tangle,2016,2
5,shellfish,Abalones nei,2011,1
5,shellfish,Abalones nei,2012,1
5,shellfish,Abalones nei,2013,1
5,shellfish,Scallops,2009,347
5,shellfish,Scallops,2010,251
5,shellfish,Scallops,2011,402
5,shellfish,Scallops,2012,516
5,shellfish,Scallops,2013,280
5,shellfish,Scallops,2014,181
5,shellfish,Scallops,2015,276
5,shellfish,Scallops,2016,336
6,crustacean,Fleshy prawn,2009,12
6,crustacean,Fleshy prawn,2010,3
6,crustacean,Fleshy prawn,2013,18
6,crustacean,Fleshy prawn,2015,7
6,crustacean,Fleshy prawn,2016,1
6,crustacean,White leg shrimp,2009,344
6,crustacean,White leg shrimp,2010,472
6,crustacean,White leg shrimp,2011,629
6,crustacean,White leg shrimp,2012,860
6,crustacean,White leg shrimp,2013,708
6,crustacean,White leg shrimp,2014,798
6,crustacean,White leg shrimp,2015,646
6,crustacean,White leg shrimp,2016,952
6,fish,Barred knifejaw,2009,133
6,fish,Barred knifejaw,2010,47
6,fish,Barred knifejaw,2011,15
6,fish,Barred knifejaw,2012,11
6,fish,Barred knifejaw,2013,18
6,fish,Barred knifejaw,2014,15
6,fish,Barred knifejaw,2015,22
6,fish,Barred knifejaw,2016,2
6,fish,Black seabream,2009,76
6,fish,Black seabream,2010,10
6,fish,Black seabream,2011,17
6,fish,Black seabream,2012,8
6,fish,Black seabream,2013,15
6,fish,Black seabream,2014,67
6,fish,Black seabream,2015,20
6,fish,Black seabream,2016,42
6,fish,Dotted gizzard shad,2009,16
6,fish,Dotted gizzard shad,2011,103
6,fish,Dotted gizzard shad,2012,35
6,fish,Dotted gizzard shad,2013,50
6,fish,Dotted gizzard shad,2014,75
6,fish,Dotted gizzard shad,2015,122
6,fish,Dotted gizzard shad,2016,252
6,fish,Korean rockfish,2009,3644
6,fish,Korean rockfish,2010,1694
6,fish,Korean rockfish,2011,1693
6,fish,Korean rockfish,2012,1831
6,fish,Korean rockfish,2013,2092
6,fish,Korean rockfish,2014,2872
6,fish,Korean rockfish,2015,2849
6,fish,Korean rockfish,2016,1838
6,fish,Mullets,2009,1088
6,fish,Mullets,2010,514
6,fish,Mullets,2011,523
6,fish,Mullets,2012,455
6,fish,Mullets,2013,595
6,fish,Mullets,2014,210
6,fish,Mullets,2015,375
6,fish,Mullets,2016,110
6,fish,Pufferfishes,2010,1
6,fish,Pufferfishes,2015,3
6,fish,Rainbow trout,2014,30
6,fish,Rainbow trout,2015,19
6,fish,Red seabream,2009,8
6,fish,Red seabream,2014,5
6,fish,Red seabream,2016,8
6,fish,Temperate basses,2011,90
6,fish,Temperate basses,2012,9
6,fish,Temperate basses,2014,22
6,fish,Temperate basses,2015,108
6,fish,Temperate basses,2016,40
6,other fisheries animals,Sea cucumber,2011,90
6,other fisheries animals,Sea cucumber,2012,10
6,other fisheries animals,Sea cucumber,2013,23
6,other fisheries animals,Sea cucumber,2014,9
6,other fisheries animals,Sea cucumber,2016,3
6,seaweed,Laver,2009,18210
6,seaweed,Laver,2010,14848
6,seaweed,Laver,2011,10334
6,seaweed,Laver,2012,20177
6,seaweed,Laver,2013,31197
6,seaweed,Laver,2014,38557
6,seaweed,Laver,2015,23902
6,seaweed,Laver,2016,39506
6,seaweed,Sea mustard,2009,2141
6,seaweed,Sea mustard,2010,3107
6,seaweed,Sea mustard,2011,5190
6,seaweed,Sea mustard,2012,3740
6,seaweed,Sea mustard,2013,4964
6,seaweed,Sea mustard,2014,3248
6,seaweed,Sea mustard,2015,2613
6,seaweed,Sea mustard,2016,1379
6,other fisheries animals,Sea tangle,2009,1578
6,other fisheries animals,Sea tangle,2010,981
6,other fisheries animals,Sea tangle,2011,758
6,other fisheries animals,Sea tangle,2012,2216
6,other fisheries animals,Sea tangle,2013,1023
6,other fisheries animals,Sea tangle,2014,2190
6,other fisheries animals,Sea tangle,2015,2292
6,other fisheries animals,Sea tangle,2016,2514
6,shellfish,Abalones nei,2009,26
6,shellfish,Abalones nei,2010,10
6,shellfish,Abalones nei,2011,6
6,shellfish,Abalones nei,2012,16
6,shellfish,Abalones nei,2013,14
6,shellfish,Abalones nei,2014,47
6,shellfish,Abalones nei,2015,40
6,shellfish,Abalones nei,2016,47
6,shellfish,Chinese cyclina,2009,9
6,shellfish,Chinese cyclina,2010,16
6,shellfish,Chinese cyclina,2011,10
6,shellfish,Chinese cyclina,2012,2
6,shellfish,Chinese cyclina,2013,42
6,shellfish,Chinese cyclina,2014,42
6,shellfish,Chinese cyclina,2016,12
6,shellfish,Japanese littleneck,2009,3690
6,shellfish,Japanese littleneck,2010,9906
6,shellfish,Japanese littleneck,2011,7258
6,shellfish,Japanese littleneck,2012,6039
6,shellfish,Japanese littleneck,2013,3760
6,shellfish,Japanese littleneck,2014,3543
6,shellfish,Japanese littleneck,2015,6050
6,shellfish,Japanese littleneck,2016,3432
6,shellfish,Oysters,2009,2833
6,shellfish,Oysters,2010,4116
6,shellfish,Oysters,2011,5284
6,shellfish,Oysters,2012,3006
6,shellfish,Oysters,2013,2656
6,shellfish,Oysters,2014,3215
6,shellfish,Oysters,2015,2844
6,shellfish,Oysters,2016,2581
6,shellfish,Surf clam,2013,361
6,shellfish,Surf clam,2014,32
6,shellfish,Surf clam,2015,10
6,shellfish,Venus clam,2013,12
6,shellfish,Venus clam,2014,46
6,shellfish,Venus clam,2015,35
6,shellfish,Venus clam,2016,6
7,crustacean,Fleshy prawn,2010,2
7,crustacean,Fleshy prawn,2012,19
7,crustacean,White leg shrimp,2009,15
7,crustacean,White leg shrimp,2010,83
7,crustacean,White leg shrimp,2011,75
7,crustacean,White leg shrimp,2012,67
7,crustacean,White leg shrimp,2013,163
7,crustacean,White leg shrimp,2014,94
7,crustacean,White leg shrimp,2015,82
7,crustacean,White leg shrimp,2016,193
7,fish,Barred knifejaw,2009,6
7,fish,Barred knifejaw,2013,1
7,fish,Barred knifejaw,2014,33
7,fish,Barred knifejaw,2015,60
7,fish,Barred knifejaw,2016,2
7,fish,Black seabream,2013,1
7,fish,Black seabream,2014,9
7,fish,Black seabream,2015,15
7,fish,Dotted gizzard shad,2009,10
7,fish,Dotted gizzard shad,2012,15
7,fish,Dotted gizzard shad,2014,30
7,fish,Mullets,2009,47
7,fish,Mullets,2010,104
7,fish,Mullets,2011,134
7,fish,Mullets,2012,71
7,fish,Mullets,2013,118
7,fish,Mullets,2014,140
7,fish,Mullets,2015,83
7,fish,Mullets,2016,131
7,fish,Temperate basses,2009,6
7,fish,Temperate basses,2010,20
7,fish,Temperate basses,2011,14
7,fish,Temperate basses,2012,10
7,fish,Temperate basses,2014,2
7,fish,Temperate basses,2015,6
7,seaweed,Laver,2009,34242
7,seaweed,Laver,2010,31453
7,seaweed,Laver,2011,19159
7,seaweed,Laver,2012,19500
7,seaweed,Laver,2013,29790
7,seaweed,Laver,2014,24253
7,seaweed,Laver,2015,12605
7,seaweed,Laver,2016,23552
7,shellfish,Chinese cyclina,2010,93
7,shellfish,Chinese cyclina,2011,254
7,shellfish,Chinese cyclina,2012,16
7,shellfish,Chinese cyclina,2013,19
7,shellfish,Chinese cyclina,2014,39
7,shellfish,Chinese cyclina,2016,6
7,shellfish,Cockle,2012,36
7,shellfish,Japanese littleneck,2009,12404
7,shellfish,Japanese littleneck,2010,10893
7,shellfish,Japanese littleneck,2011,15481
7,shellfish,Japanese littleneck,2012,4244
7,shellfish,Japanese littleneck,2013,643
7,shellfish,Japanese littleneck,2014,1930
7,shellfish,Japanese littleneck,2015,3476
7,shellfish,Japanese littleneck,2016,10647
7,shellfish,Surf clam,2016,10
7,shellfish,Venus clam,2009,16
8,crustacean,Fleshy prawn,2009,48
8,crustacean,Fleshy prawn,2010,21
8,crustacean,Fleshy prawn,2011,16
8,crustacean,Fleshy prawn,2012,7
8,crustacean,Fleshy prawn,2013,19
8,crustacean,Fleshy prawn,2014,8
8,crustacean,White leg shrimp,2009,1287
8,crustacean,White leg shrimp,2010,1868
8,crustacean,White leg shrimp,2011,1904
8,crustacean,White leg shrimp,2012,1705
8,crustacean,White leg shrimp,2013,2724
8,crustacean,White leg shrimp,2014,3293
8,crustacean,White leg shrimp,2015,4418
8,crustacean,White leg shrimp,2016,4235
8,fish,Amberjacks,2010,1
8,fish,Barred knifejaw,2009,219
8,fish,Barred knifejaw,2010,200
8,fish,Barred knifejaw,2011,154
8,fish,Barred knifejaw,2012,153
8,fish,Barred knifejaw,2013,344
8,fish,Barred knifejaw,2014,523
8,fish,Barred knifejaw,2015,513
8,fish,Barred knifejaw,2016,234
8,fish,Bastard halibut,2009,16721
8,fish,Bastard halibut,2010,15747
8,fish,Bastard halibut,2011,14834
8,fish,Bastard halibut,2012,11900
8,fish,Bastard halibut,2013,11473
8,fish,Bastard halibut,2014,14349
8,fish,Bastard halibut,2015,15420
8,fish,Bastard halibut,2016,13286
8,fish,Black seabream,2009,758
8,fish,Black seabream,2010,1111
8,fish,Black seabream,2011,520
8,fish,Black seabream,2012,366
8,fish,Black seabream,2013,287
8,fish,Black seabream,2014,258
8,fish,Black seabream,2015,376
8,fish,Black seabream,2016,399
8,fish,Chub mackerel,2010,3
8,fish,Convict grouper,2009,9
8,fish,Convict grouper,2010,47
8,fish,Convict grouper,2011,48
8,fish,Convict grouper,2012,4
8,fish,Convict grouper,2013,7
8,fish,Convict grouper,2014,20
8,fish,Convict grouper,2015,25
8,fish,Convict grouper,2016,49
8,fish,Dotted gizzard shad,2011,20
8,fish,Dotted gizzard shad,2012,34
8,fish,Dotted gizzard shad,2013,13
8,fish,Dotted gizzard shad,2015,31
8,fish,Dotted gizzard shad,2016,117
8,fish,Filefishes,2009,16
8,fish,Filefishes,2010,26
8,fish,Filefishes,2011,4
8,fish,Filefishes,2013,2
8,fish,Filefishes,2014,7
8,fish,Filefishes,2015,5
8,fish,Filefishes,2016,21
8,fish,Flounders,2010,62
8,fish,Flounders,2011,110
8,fish,Flounders,2012,94
8,fish,Flounders,2013,4
8,fish,Flounders,2014,137
8,fish,Flounders,2015,97
8,fish,Flounders,2016,26
8,fish,Korean rockfish,2009,8379
8,fish,Korean rockfish,2010,7752
8,fish,Korean rockfish,2011,5909
8,fish,Korean rockfish,2012,9219
8,fish,Korean rockfish,2013,10072
8,fish,Korean rockfish,2014,11200
8,fish,Korean rockfish,2015,7394
8,fish,Korean rockfish,2016,6650
8,fish,Mullets,2009,46
8,fish,Mullets,2010,73
8,fish,Mullets,2012,17
8,fish,Mullets,2013,54
8,fish,Mullets,2014,35
8,fish,Mullets,2015,487
8,fish,Mullets,2016,313
8,fish,Pufferfishes,2012,1
8,fish,Rainbow trout,2012,20
8,fish,Rainbow trout,2013,5
8,fish,Rainbow trout,2015,2
8,fish,Rainbow trout,2016,6
8,fish,Red seabream,2009,542
8,fish,Red seabream,2010,498
8,fish,Red seabream,2011,110
8,fish,Red seabream,2012,173
8,fish,Red seabream,2013,266
8,fish,Red seabream,2014,518
8,fish,Red seabream,2015,991
8,fish,Red seabream,2016,1067
8,fish,Rockfishes,2009,44
8,fish,Rockfishes,2010,84
8,fish,Rockfishes,2011,39
8,fish,Rockfishes,2012,13
8,fish,Rockfishes,2013,20
8,fish,Rockfishes,2014,15
8,fish,Rockfishes,2015,8
8,fish,Rockfishes,2016,12
8,fish,Small yellow croaker,2014,1
8,fish,Small yellow croaker,2016,13
8,fish,Temperate basses,2009,558
